"","Date","OC_ID","Trial_Type","Movement_Type","Distance_of_Movement","Duration","Speed","Speed_per_Bodylength","Bearing_Change","Avg_Bearing_vs_Heading","Avg_Bearing_vs_Heading_Change","Avg_Directness_Difference","NewDates"
"114","8_15",18,4,1,3.01761929875907,3.48333333333333,0.866302191031311,0.0118529784385428,1.05921172540783,0.946626493502059,-0.00291888522202006,0.948349797806637,22
"115","8_15",19,4,2,7.37757236300567,1.28333333333333,5.74875768545897,0.0616068908048077,0.132973028270218,0.706926911450772,0.287429515534057,-0.0960548570453857,22
"116","8_17",1,4,1,2.75701635160576,4.4,0.626594625364945,0.00412601661723621,0.278778446505254,2.37765322227523,-0.0322441762805009,0.397662277002221,24
"117","8_17",2,4,2,39.1062872551041,1.1,35.5511702319129,0.243403721126117,-0.0212325229516288,1.22950481556503,-0.515083839741085,0.450233479764658,24
"118","8_17",4,4,2,52.1295288026542,1.65,31.5936538197904,0.328148928729501,-0.230363063095337,1.70247584605034,-0.119009345155468,-0.157864312545991,24
"119","8_17",5,4,1,18.8535790722112,2.01666666666667,9.34888218456756,0.0604929841396743,-0.0382699119686429,2.65946502833956,-0.2487133557766,0.342507650523522,24
"120","8_17",8,4,2,144.804204388715,1.46666666666667,98.7301393559423,1.094265277281,0.0153767811393102,1.71494859342379,-0.0881391802881557,0.126041848940783,24
"121","8_17",10,4,1,18.2161801814896,2.2,8.28008190067708,0.060524680197676,-0.446453940035372,0.237460510885685,0.0191564574184672,-0.326356295942311,24
"122","8_17",11,4,1,21.4327054396752,1.65,12.989518448288,0.0877367532907601,0.223351834443763,1.66274089130034,-0.358705236228514,-0.0873431605193071,24
"123","8_17",13,4,2,29.7243181946979,2.01666666666667,14.7393313362138,0.158456423970942,-0.0999842985189479,1.50478956275205,-0.246795162662257,0.133058888838406,24
"124","8_17",14,4,2,91.4838229971498,0.916666666666667,99.8005341787089,0.729544601243208,0.0223117787111635,1.32962790883698,-0.0836307864272375,-0.0634023421142298,24
"125","8_17",16,4,1,7.61930666956905,2.56666666666667,2.96856104009184,0.0258151007197977,-0.0774234505900075,-1.31552535559239,0.0775924979982908,0.066073229717266,24
"126","8_17",17,4,2,8.65771910358337,1.1,7.87065373053034,0.0832831989364586,-0.407539942999481,1.42048291088321,1.01325362331008,-0.422974536621941,24
"127","8_17",17,4,2,42.0044349847871,0.733333333333333,57.2787749792552,0.606094458574602,0.398501585423237,0.792414707342977,-0.970946183693317,0.424195425846369,24
"128","8_17",18,4,1,10.9928794841371,2.75,3.99741072150441,0.0546936433758589,-0.280661611647099,1.34226928184911,-0.061347635197247,-0.0275510637008226,24
"129","8_17",19,4,2,217.380119114931,0.55,395.236580208966,4.23557543581791,-0.305323805551921,-2.46338105268181,-0.12950939652128,-0.314207003057873,24
"130","8_17",19,4,2,13.6941803523988,0.55,24.8985097316342,0.266826304771753,0.368555137770145,-1.26520492974214,0.609174106316855,0.294774538712877,24
"131","8_3",1,4,1,47.7649638398893,1.46666666666667,32.5670207999245,0.214448167211942,0.128113960493571,1.79774581572223,-0.0992564798090658,0.135827799861315,10
"132","8_3",2,4,1,28.2305013903188,1.1,25.6640921730171,0.175711108621357,-0.236402761642237,0.74379008299501,-0.115534467239264,-0.0690049907976719,10
"133","8_3",4,4,1,88.3425056780109,1.28333333333333,68.8383161127357,0.714992315127129,0.0440666988533887,3.01177387844117,-0.0440864573881417,0.480232990538645,10
"134","8_3",4,4,2,7.80569088550527,1.65,4.73072174879107,0.0491358575629744,-0.0871089590876017,2.55915507384567,-0.208552788124789,0.417303287126497,10
"135","8_3",5,4,1,10.5589242836104,2.38333333333333,4.43031788123512,0.0286668656243922,-0.205303796089062,1.79682878651759,-0.0202274759030717,-0.101531351618858,10
"136","8_3",8,4,1,3.97397338943354,3.11666666666667,1.27507167575408,0.0141321249005024,-0.336195263379516,1.49229355760605,-0.216084898238668,-0.174567288435564,10
"137","8_3",10,4,1,9.51945413607414,1.46666666666667,6.49053691095964,0.0474436938618833,0.369972818254967,0.385887441971953,-0.0982335430853833,-0.0445689541998558,10
"138","8_3",11,4,1,3.85438883012566,1.1,3.50398984556878,0.0236674433958339,-0.0495095431048238,0.323631380044869,0.575944234012551,-0.360896322229224,10
"139","8_3",14,4,1,13.0898032254646,1.65,7.93321407603917,0.0579920092343125,0.02484037822102,-0.27796541629028,0.537115044313294,0.316444985862198,10
"140","8_3",16,4,1,19.4747526960663,2.2,8.85216031639376,0.0769798589516055,0.156654133459098,-0.40380876641232,0.101262177216547,-0.283376317935102,10
"141","8_3",17,4,1,11.6026958119771,3.48333333333333,3.33091745798387,0.0352460508100006,-0.061927218047064,2.68200266770282,-0.0207968749467161,0.169173655529136,10
"142","8_3",19,4,2,115.410905260201,1.1,104.919004782001,1.12437052048712,0.00468528034575177,0.194345804036805,0.102762552515036,-0.0337102867461786,10
"143","8_5",1,4,1,4.3898963037627,2.01666666666667,2.17680808451043,0.0143339025992971,-0.140818689791506,1.11487697188957,-0.186884366256539,0.215489746956855,12
"144","8_5",2,4,2,17.2677361385726,0.916666666666667,18.8375303329883,0.128972547175383,-0.112436135146172,1.62527908284769,0.0143955219517175,-0.384496790568803,12
"145","8_5",4,4,1,15.0569389477328,2.75,5.4752505264483,0.0568689397252997,-0.107590081486342,2.09194729336139,-0.216820296945787,0.0219237926580902,12
"146","8_5",5,4,2,7.02008270657655,0.733333333333333,9.57284005442256,0.0619421284974306,-0.0629509177581804,1.74418561643286,0.0817697563911,0.1737305326755,12
"147","8_5",7,4,1,25.8766273047935,0.916666666666667,28.2290479688657,0.229034933417922,-0.37237819629889,0.0475096550603546,0.319749639090853,-0.0567425615473035,12
"148","8_5",9,4,1,13.4510494310717,2.2,6.11411337775984,0.0420395137819517,0.10779264192711,-0.839037040838961,0.0555010971017338,-0.246089408038996,12
